,Profession,Commune,Nom du professionnel,latitude,longitude
1331,Gynécologue obstétricien,Lyon,CHRISTINE DUBOST HOCQUART,45.767778,4.845508
1332,Médecin généraliste,Lyon,MIHAELA PALKO,45.767497,4.806107
1333,Chirurgien orthopédiste et traumatologue,Sainte-Foy-lès-Lyon,CYRIL MAYER,45.75014,4.797567
1334,Ophtalmologiste,Lyon,ALEXANDROS BERTHIER,45.756217,4.798206
1335,Médecin généraliste,Lyon,TU LAN ALLAIRE PHAM,45.755733,4.875678
1336,Médecin généraliste,Lyon,FLORENCE LAPICA,45.729891,4.864474
1337,Chirurgien urologue,Sainte-Foy-lès-Lyon,FRANCOIS GALONNIER,45.75014,4.797567
1338,Chirurgien orthopédiste et traumatologue,Lyon,ANDRE FERREIRA,45.771409,4.859181
1339,Psychiatre,Lyon,BEATRICE STALLONI,45.771295,4.81164
1340,Médecin généraliste,Lyon,ERIC ATTALI,45.740501,4.874233
1341,Psychiatre,Lyon,EMMANUEL LE BARBU,45.771713,4.846197
1342,Médecin généraliste,Lyon,MARIE VICTOIRE HUBERT,45.729891,4.864474
1343,Médecin généraliste,Lyon,MARGUERITE FUSTIER,45.745201,4.865665
1344,Dermatologue et vénérologue,Lyon,ANNE LISE LEGEAY,45.746628,4.821016
1345,Sage-femme,Lyon,CHRISTELLE BOURSET,45.769986,4.858892
1346,Médecin généraliste,Lyon,JULIEN GIROUD,45.754855,4.795562
1347,Sage-femme,Lyon,JULIETTE GUERREAU,45.770104,4.844683
1348,Médecin généraliste,Lyon,DAVID SAFAR,45.764977,4.847963
1349,Ophtalmologiste,Lyon,BRUCE CHARLEUX,45.76998,4.826596
1350,Chirurgien orthopédiste et traumatologue,Lyon,THIERRY AUTHOM,45.76998,4.826596
1351,Néphrologue,Sainte-Foy-lès-Lyon,CHRISTIE LORRIAUX,45.749317,4.796346
1352,Chirurgien vasculaire,Lyon,DIDIER FABRE,45.786837,4.788027
1353,Chirurgien plasticien,Lyon,JOSEPH CHATEAU,45.734463,4.875879
1354,Médecin généraliste,Lyon,PHILIPPE LAFUMA,45.769611,4.845788
1355,Ophtalmologiste,Lyon,LAURENCE MARSAN MONNERET,45.769024,4.848532
1356,Chirurgien maxillo-facial et stomatologiste,Lyon,CLAUDE FRANC,45.762992,4.852044
1357,Gynécologue obstétricien,Lyon,GIL DUBERNARD,45.778923,4.83233
1358,Chirurgien-dentiste,Lyon,MAUD GRAMMATICA,45.741534,4.883643
1359,Psychiatre,Lyon,PIERRE LOUIS COUTURIER,45.773583,4.844023
1360,Ophtalmologiste,Lyon,PHILIPPE CHARVIER,45.76418,4.844664
1361,Médecin généraliste,Lyon,CARLOS DE LORENZO CACERES CANTER,45.776406,4.825871
1362,Médecin généraliste,Lyon,MATHILDE SCHIRA DES ROBERT,45.758029,4.851931
1363,Dermatologue et vénérologue,Lyon,COLINE FAIVRE,45.746628,4.821016
1364,Chirurgien orthopédiste et traumatologue,Lyon,BENJAMIN FREYCHET,45.728414,4.833126
1365,Médecin généraliste,Lyon,CLAIRE PIERRON,45.753526,4.825784
1366,Sage-femme,Sainte-Foy-lès-Lyon,VIRGINIE GIGLIO,45.731452,4.794067
1367,Médecin généraliste,Lyon,FLORENT DE BRUYNE,45.777933,4.835748
1368,Médecin généraliste,Lyon,LAURENT NEGRELLO,45.753265,4.868486
1369,Radiologue,Lyon,GILLES MARMEY,45.76998,4.826596
1370,Chirurgien-dentiste,Lyon,CHARLOTTE SEVAIN,45.741784,4.87038
1371,Gastro-entérologue et hépatologue,Sainte-Foy-lès-Lyon,CLEMENCE THEVENET,45.747125,4.789942
1372,Gastro-entérologue et hépatologue,Lyon,PIERRE ROCCA,45.771409,4.859181
1373,Médecin généraliste,Lyon,JACQUELINE MOREL,45.767982,4.858404
1374,Médecin généraliste,Lyon,PHILIPPE OUDAR,45.788068,4.790611
1375,Médecin généraliste,Lyon,JEAN BAPTISTE DENIZOT,45.758029,4.851931
1376,Psychiatre,Lyon,FRANCOIS DANET,45.761945,4.851076
1377,Médecin généraliste,Chazelles-sur-Lyon,ASTRID BONNET,45.635635,4.38752
1378,Médecin généraliste,Lyon,JULIETTE FONLUPT,45.766261,4.857716
1379,Chirurgien viscéral,Lyon,JEAN BAPTISTE CAZAURAN,45.740134,4.888155
1380,Médecin généraliste,Lyon,FRANCK ALLOCHON,45.75659,4.846248
1381,Chirurgien-dentiste,Lyon,GIL MURAT,45.771409,4.859181
1382,Médecin généraliste,Lyon,FRANCOIS ROCHE,45.753378,4.844491
1383,Médecin généraliste,Sainte-Foy-lès-Lyon,ALEXIS LOZAC HMEUR,45.733654,4.779454
1384,Ophtalmologiste,Lyon,CHARLOTTE COULON,45.771431,4.853732
1385,Médecin généraliste,Lyon,SYLVIE BOUILLE,45.773984,4.844123
1386,Médecin généraliste,Lyon,JULIE BOCCA,45.772853,4.807638
1387,Psychiatre,Lyon,MYRIAM OURY DELAMOTTE,45.756902,4.846543
1388,Rhumatologue,Lyon,HERVE MYARD,45.76584,4.844313
1389,Chirurgien maxillo-facial et stomatologiste,Lyon,MATHIEU JACQUEMART,45.751921,4.821567
1390,Médecin généraliste,Lyon,BENJAMIN ROBERT,45.773535,4.844908
1391,Médecin généraliste,Lyon,SOPHIE CABOT,45.748366,4.843213
1392,Médecin généraliste,Lyon,HELENE BONNARDEL,45.754411,4.85041
1393,Gynécologue obstétricien,Lyon,SIMON DUCOULOMBIER,45.769584,4.845839
1394,Médecin généraliste,Lyon,MARC ALEXANDRE SEYMOUR,45.763706,4.832178
1395,Médecin généraliste,Lyon,PASCAL CHATELET,45.748615,4.837929
1396,Sage-femme,Lyon,MARLENE FRASCHINI,45.738655,4.874176
1397,Médecin généraliste,Lyon,THOMAS MIALHE,45.754411,4.85041
1398,Psychiatre,Lyon,CHARLOTTE BREVET,45.773762,4.848576
1399,Médecin généraliste,Lyon,CLEMENCE PETIT,45.779626,4.82691
1400,Ophtalmologiste,Lyon,CHARLES ALBERT HABAULT,45.764747,4.846928
1401,Anesthésiste réanimateur,Lyon,STEPHANE PLATEAU,45.759629,4.845605
1402,Médecin généraliste,Lyon,SEVERINE GARREL LUYA,45.750441,4.865953
1403,Chirurgien orthopédiste et traumatologue,Lyon,CHARLOTTE DEBAUD,45.771861,4.859019
1404,Anesthésiste réanimateur,Lyon,BERTRAND DELANNOY,45.788414,4.786035
1405,Chirurgien orthopédiste et traumatologue,Lyon,ROGER BADET,45.770551,4.837234
1406,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,CARLOS MARINO,45.76998,4.826596
1407,Psychiatre,Lyon,JEAN JACQUES ROSSELLO,45.762759,4.832779
1408,Chirurgien urologue,Lyon,JEAN ETIENNE TERRIER,45.734463,4.875879
1409,Cardiologue,Lyon,JEAN FRANCOIS LY,45.762343,4.845044
1410,Médecin généraliste,Lyon,GERAUD LANFRANC DE PANTHOU,45.763637,4.865825
1411,Médecin généraliste,Lyon,MARIE LAURENCE MILLAN SOURISSEAU,45.77646,4.834843
1412,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,MARIANNE DOAZAN,45.762343,4.845044
1413,Chirurgien-dentiste spécialiste en orthopédie dento-faciale,Lyon,ROMAIN DUVERT,45.743723,4.871641
1414,Psychiatre,Lyon,SAMIRA RICHER VILLAR,45.751013,4.84661
1415,Médecin généraliste,Lyon,HELENE DUBREUIL,45.747365,4.857454
1416,Psychiatre,Lyon,FRANCOISE BUFFARD DEJOUR,45.767282,4.837816
1417,Psychiatre,Lyon,KARIM BENSASSI,45.752799,4.803718
1418,Médecin généraliste,Lyon,FRANCE BARDONNET,45.727636,4.866305
1419,Endocrinologue-diabétologue,Lyon,GWENDOLINE JONCOUR MILLS,45.766576,4.837887
1420,Pneumologue,Lyon,PIERRE BOMBARON,45.772956,4.849293
1421,Radiologue,Lyon,GERALDINE SERRA TOSIO,45.756355,4.871349
1422,Ophtalmologiste,Lyon,ERIC BAGGIO,45.769024,4.848532
1423,Médecin généraliste,Lyon,FOUDIL HADJI,45.739935,4.875984
1424,Ophtalmologiste,Lyon,MAXIME SOUCHIER,45.759629,4.845605
1425,Chirurgien orthopédiste et traumatologue,Lyon,OLIVIER RAY,45.771409,4.859181
1426,Sage-femme,Lyon,VERONIQUE JALLERAT,45.779015,4.834722
1427,Psychiatre,Lyon,OLIVIER CHAMBON,45.7693,4.851018
1428,Médecin généraliste,Lyon,FRANCOISE CHAMBON,45.771409,4.859181
1429,Médecin généraliste,Lyon,GHISLAINE SIRE MALLO,45.773625,4.80863
1430,Endocrinologue-diabétologue,Lyon,MATHILDE CLARET GARDETTE,45.771409,4.859181
1431,Dermatologue et vénérologue,Lyon,DENIS JULLIEN,45.743397,4.87997
1432,Ophtalmologiste,Lyon,THIBAUD MATHIS,45.778923,4.83233
1433,Sage-femme,Lyon,AMELIE COYAT,45.753455,4.885677
1434,Gynécologue obstétricien,Lyon,CHLOE TRABLY,45.769584,4.845839
1435,Psychiatre,Lyon,PIERRE REGIS FORESTIER,45.76127,4.831615
1436,Médecin spécialiste en médecine nucléaire,Lyon,JOHN AVET,45.788068,4.790611
1437,Médecin généraliste,Lyon,VERONIQUE MARCERON,45.758167,4.865674
1438,Médecin généraliste,Lyon,MAX BENKIMOUN,45.763507,4.844376
1439,Ophtalmologiste,Lyon,MARJORIE TESSIER GARNIER,45.759809,4.851743
1440,Chirurgien général,Sainte-Foy-lès-Lyon,JEREMIE GUEDJ,45.75014,4.797567
1441,Médecin généraliste,Lyon,VERONIQUE VELSCH CHARVET,45.76357,4.854593
1442,Médecin généraliste,Sainte-Foy-lès-Lyon,AURELIE DENIS HUBERT,45.74268,4.807124
1443,Chirurgien-dentiste,Lyon,GABRIEL COUVE DE MURVILLE,45.766216,4.837298
1444,Cardiologue,Lyon,GUILLAUME CELLIER,45.788068,4.790611
1445,Médecin généraliste,Lyon,CYDIAS LE DANTEC,45.764167,4.832099
1446,Pédiatre,Lyon,MICHEL BABIK,45.760966,4.847116
1447,Médecin généraliste,Lyon,GUILLAUME LABEILLE,45.729819,4.839024
1448,Psychiatre,Lyon,EMMANUELLE CHERVET,45.744943,4.879719
1449,Chirurgien-dentiste,Sainte-Foy-lès-Lyon,ANNE MARGERIE LYON,45.740915,4.801127
1450,Médecin généraliste,Lyon,MOVSES NISSANIAN,45.739787,4.889593
1451,Endocrinologue-diabétologue,Lyon,ANAIS FAUCONNIER,45.740134,4.888155
1452,Radiologue,Lyon,CHRISTOPHE REBOUD,45.778923,4.83233
1453,Médecin généraliste,Lyon,SYLVIE ROGEMOND,45.760456,4.835961
1454,Médecin généraliste,Lyon,GERARD RIVALIER,45.752913,4.826822
1455,Médecin généraliste,Lyon,JULIE PLOT,45.748724,4.848078
1456,Néphrologue,Sainte-Foy-lès-Lyon,CHARLES CHAZOT,45.75014,4.797567
1457,Dermatologue et vénérologue,Lyon,VERONIQUE PHILIPPOT,45.736042,4.835186
1458,Psychiatre,Lyon,JEAN LOUIS MORIZOT,45.750933,4.826655
1459,Chirurgien général,Lyon,AMINAH EL BOUYOUSFI,45.734463,4.875879
1460,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,CLAIRE PERROT,45.771861,4.859019
1461,Médecin généraliste,Lyon,LAURE FAYOLLE,45.734805,4.82658
1462,Cardiologue,Lyon,NATHALIE GAUDEBOUT,45.734463,4.875879
1463,Sage-femme,Lyon,SONIA CASABIEL,45.763818,4.866219
1464,Radiologue,Lyon,MYRIAM EMIN,45.778923,4.83233
1465,Sage-femme,Sainte-Foy-lès-Lyon,CHRISTELLE PERRIN FAYOLLE,45.732359,4.786047
1466,Psychiatre,Lyon,CHRISTOPHE MATHA,45.767282,4.837816
1467,Médecin généraliste,Lyon,JULIEN BARRAL CADIERE,45.77286,4.805629
1468,Chirurgien général,Lyon,SOPHIE CONVERSET VIETHEL,45.76502,4.85861
1469,Médecin généraliste,Lyon,ODILE TREMEL,45.768656,4.850432
1470,Psychiatre,Lyon,CAROLINE COLLINET,45.759,4.834726
1471,Médecin généraliste,Lyon,RODOLPHE CHASTEL,45.734805,4.82658
1472,Médecin généraliste,Sainte-Foy-lès-Lyon,CLOTHILDE GARCIA DARENNES,45.74268,4.807124
1473,Médecin généraliste,Lyon,MATHILDE BALLERIE,45.757191,4.828659
1474,Ophtalmologiste,Lyon,CHARLES REMY,45.769501,4.853696
1475,Ophtalmologiste,Lyon,PHILIPPE GERMAIN,45.769024,4.848532
1476,Médecin généraliste,Lyon,PASCAL BOUTELDJA,45.733312,4.873652
1477,Anesthésiste réanimateur,Lyon,ROMAIN NOEL,45.788414,4.786035
1478,Chirurgien orthopédiste et traumatologue,Lyon,NICOLAS BONIN,45.788414,4.786035
1479,Gynécologue obstétricien,Lyon,DJAMAL TALEB,45.741534,4.883643
1480,Gynécologue obstétricien,Lyon,KARINE CHARRIN PAYET,45.745201,4.865665
1481,Sage-femme,Lyon,LAETITIA BURGOS,45.741137,4.88481
1482,Médecin généraliste,Lyon,DENIS BLUM,45.729891,4.864474
1483,Médecin généraliste,Sainte-Foy-lès-Lyon,MARC REBS,45.745084,4.80107
1484,Chirurgien-dentiste,Lyon,SOPHIE VEYRE GOULET,45.78504,4.853435
1485,Médecin généraliste,Lyon,REMY BOUSSAGEON,45.729891,4.864474
1486,Endocrinologue-diabétologue,Lyon,MARINE BENOIT,45.766576,4.837887
1487,Médecin généraliste,Lyon,EVELYNE PROVOT,45.753455,4.885677
1488,Chirurgien viscéral,Sainte-Foy-lès-Lyon,REMY THIEVENAZ,45.75014,4.797567
1489,Gastro-entérologue et hépatologue,Lyon,OLIVIER GUILLAUD,45.788405,4.785526
1490,Cardiologue,Lyon,PHILIPPE GOINEAU,45.757407,4.835771
1491,Sage-femme,Lyon,PENELOPE BOUVARD,45.770158,4.84112
1492,Chirurgien orthopédiste et traumatologue,Sainte-Foy-lès-Lyon,PIERRE GROBOST,45.75014,4.797567
1493,Médecin généraliste,Lyon,ISABELLE VASCHALDE,45.771938,4.833912
1494,Gastro-entérologue et hépatologue,Sainte-Foy-lès-Lyon,FREDERIC WENDEHENNE,45.75014,4.797567
1495,Médecin généraliste,Lyon,FREDERIC VIEVILLE,45.741534,4.883643
1496,Radiologue,Lyon,VIVIEN THOMSON,45.788405,4.785526
1497,Psychiatre,Lyon,ORIANE COSSERAT,45.748287,4.866591
1498,Médecin généraliste,Lyon,GERARD PETIT,45.745884,4.846531
1499,Médecin généraliste,Lyon,JACQUELINE DINH NGUYEN,45.767329,4.83146
1500,Médecin généraliste,Lyon,FLORENT BOREL,45.754867,4.826063
1501,Chirurgien urologue,Lyon,FRANCOIS JOSEPH MURAT,45.766686,4.842928
1502,Ophtalmologiste,Lyon,LAURENT PIERRE SAMY,45.730609,4.829681
1503,Pédiatre,Lyon,HOURIA BENSEDDIK ANTEUR,45.741534,4.883643
1504,Médecin généraliste,Lyon,QUENTIN PAGES,45.768456,4.824896
1505,Chirurgien-dentiste,Lyon,CHARLOTTE DEROUVROY,45.745814,4.786784
1506,Médecin généraliste,Lyon,LOUISE FRANCHI EMMANUEL,45.729563,4.850177
1507,Médecin généraliste,Lyon,AURELIE LUCE,45.747792,4.872193
1508,Psychiatre,Lyon,OLIVIER MENARD,45.775779,4.845864
1509,Médecin généraliste,Lyon,EMMANUELLE BROSSET HECKEL,45.754411,4.85041
1510,Pneumologue,Sainte-Foy-lès-Lyon,FABRICE PIEGAY,45.75014,4.797567
1511,Ophtalmologiste,Lyon,AGNES PAREL,45.800581,4.825719
1512,Ophtalmologiste,Lyon,FREDERIC DUPONT,45.760346,4.832902
1513,Gastro-entérologue et hépatologue,Lyon,AMJAD BACHOUR,45.734694,4.867236
1514,Médecin généraliste,Lyon,RITA NACHEF,45.747038,4.823855
1515,Psychiatre,Lyon,CHRISTINE BERODIER PERDRIX,45.736232,4.835222
1516,Médecin généraliste,Lyon,MARIE FRANCOISE GEOFFRAY,45.757553,4.79585
1517,Cardiologue,Lyon,EMMANUELLE VIGUIER TOURASSE,45.762343,4.845044
1518,Pneumologue,Lyon,FABRICE PIEGAY,45.772956,4.849293
1519,Médecin généraliste,Lyon,DAVID CIABRINI,45.749014,4.882709
1520,Cardiologue,Lyon,SYLVAIN RANC,45.734463,4.875879
1521,Psychiatre,Lyon,MARIE TITECA,45.764747,4.846928
1522,Médecin généraliste,Lyon,CLAIRE MARIE WINDENBERGER,45.754682,4.845369
1523,Chirurgien-dentiste,Lyon,RENE JENNY,45.778392,4.8055
1524,Médecin généraliste,Lyon,MANON LOISON,45.773577,4.8442
1525,Médecin généraliste,Lyon,ADRIEN DANTEC,45.740134,4.888155
1526,Chirurgien thoracique et cardio-vasculaire,Lyon,ALAIN CURTIL,45.788405,4.785526
1527,Psychiatre,Lyon,PIERRE MARCOMBES,45.769416,4.848727
1528,Ophtalmologiste,Lyon,ROMAIN MOUCHEL,45.771861,4.859019
1529,Médecin généraliste,Lyon,PHILIPPE OUDAR,45.75787,4.834822
1530,Médecin généraliste,Lyon,PASCALE FRANCOZ LANTELME,45.787847,4.785858
1531,Médecin généraliste,Lyon,RICHARD TOPENOT,45.779056,4.827391
1532,Neurologue,Lyon,JEROME DELORME,45.734463,4.875879
1533,Médecin généraliste,Lyon,LAURENT DUPERRON,45.78796,4.78554
1534,Ophtalmologiste,Lyon,CORALIE OUILHON,45.771861,4.859019
1535,Dermatologue et vénérologue,Lyon,NADEGE THIEULENT,45.760489,4.816504
1536,Médecin généraliste,Lyon,YVES PITTNER,45.800375,4.823371
1537,Spécialiste en médecine physique et de réadaptation,Lyon,ABDELKRIM BENNAI,45.753847,4.853455
1538,Chirurgien orthopédiste et traumatologue,Lyon,MAXIME CIEVET BONFILS,45.769605,4.845716
1539,Neurologue,Lyon,CATHERINE THOMAS ANTERION,45.738385,4.87331
1540,Médecin généraliste,Lyon,CLAIRE BESSEDE,45.773577,4.8442
1541,Cardiologue,Lyon,AMIROUCHE BENARAB,45.778439,4.80447
1542,Médecin généraliste,Lyon,MELODIE CARON,45.746365,4.821646
1543,Cardiologue,Lyon,IVAN CAREL,45.788068,4.790611
1544,Chirurgien urologue,Lyon,JEAN ETIENNE TERRIER,45.735181,4.876498
1545,Chirurgien plasticien,Lyon,BRICE GERENTON,45.75828,4.829388
1546,Médecin généraliste,Lyon,NOURA DARCHEM,45.749665,4.854839
1547,Chirurgien orthopédiste et traumatologue,Lyon,FABIO GAGLIANO,45.771861,4.859019
1548,Pneumologue,Lyon,YAN MARTINAT,45.761718,4.845637
1549,Cardiologue,Lyon,VINCENT GRIFFET,45.734463,4.875879
1550,Gynécologue obstétricien,Lyon,LAURENT NACHURY,45.769584,4.845839
1551,Chirurgien orthopédiste et traumatologue,Lyon,FLORIE ALECH TOURNIER,45.769605,4.845716
1552,Chirurgien-dentiste,Lyon,CAMILLE REYNES,45.764812,4.832818
1553,Chirurgien plasticien,Lyon,FOUAD BELFKIRA,45.766576,4.837887
1554,Médecin généraliste,Lyon,PIERRE LOUIS CHIARELLO,45.76536,4.836409
1555,Cardiologue,Lyon,SAMUEL CHAUVEAU,45.734463,4.875879
1556,Médecin généraliste,Lyon,ROBIN GAUZERAN,45.769964,4.85519
1557,Médecin généraliste,Lyon,BRUNO DUBESSY,45.761081,4.827251
1558,Pédiatre,Lyon,MARINE MARC,45.741534,4.883643
1559,Ophtalmologiste,Lyon,MAURICIO PINTO,45.759629,4.845605
1560,Rhumatologue,Lyon,ROLAND CHAPURLAT,45.743397,4.87997
1561,Ophtalmologiste,Lyon,VIOLAINE MARTHELOT,45.76998,4.826596
1562,Ophtalmologiste,Lyon,JOCELYNE BLANCHON LINDEN,45.73044,4.827897
1563,Psychiatre,Lyon,AMANDINE LOUPROU,45.764564,4.863557
1564,Gynécologue obstétricien,Lyon,ALAIN MESTRALLET,45.758505,4.832304
1565,Gynécologue obstétricien,Lyon,MARGUERITE SPORTOUCH,45.769658,4.853015
1566,Chirurgien-dentiste spécialiste en orthopédie dento-faciale,Lyon,SONIA BONNE RIAHI,45.743503,4.865435
1567,Médecin généraliste,Lyon,TIPHANIE CHADER,45.729891,4.864474
1568,Chirurgien orthopédiste et traumatologue,Sainte-Foy-lès-Lyon,JEAN FRANCOIS FREDENUCCI,45.747125,4.789942
1569,Ophtalmologiste,Lyon,JEAN CLAUDE MOSTE,45.739649,4.83574
1570,Médecin généraliste,Lyon,PASCALE JACQUEMIN,45.790122,4.801048
1571,Ophtalmologiste,Lyon,MATTHIEU REYMOND,45.745687,4.86448
1572,Médecin généraliste,Lyon,MELANIE MANAS,45.76536,4.836409
1573,Psychiatre,Lyon,NICOLAS SCHUFFENECKER,45.741946,4.861054
1574,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,EDITH CAJGFINGER HAGEGE,45.754071,4.829727
1575,Chirurgien orthopédiste et traumatologue,Lyon,VINCENT FIERE,45.734463,4.875879
1576,Médecin généraliste,Chazelles-sur-Lyon,ELODIE FAYOLLE,45.635635,4.38752
1577,Médecin généraliste,Lyon,ISABELLE PETIT,45.779364,4.805968
1578,Psychiatre,Lyon,BEATRICE LABROUSSE,45.764818,4.844878
1579,Médecin généraliste,Lyon,LOUISE DELENCLOS,45.773762,4.848576
1580,Gériatre,Lyon,SYLVIE MARTIN,45.801743,4.827217
1581,Médecin généraliste,Lyon,YANN FOURNIER,45.734671,4.870653
1582,Chirurgien thoracique et cardio-vasculaire,Lyon,JOSEPH NLOGA,45.788068,4.790611
1583,Ophtalmologiste,Lyon,MARC DAVID,45.762351,4.861621
1584,Chirurgien plasticien,Lyon,MICHAEL VEBER,45.771861,4.859019
1585,Pédiatre,Lyon,FRANCOISE FROT GAILLARD,45.745884,4.844497
1586,Gastro-entérologue et hépatologue,Lyon,HUBERT REBAUDET,45.769584,4.845839
1587,Psychiatre,Lyon,SEGOLENE MARTI,45.74845,4.881461
1588,Endocrinologue-diabétologue,Lyon,FRANCOISE GALLAND,45.740134,4.888155
1589,Médecin généraliste,Lyon,JEAN PHILIPPE GREGOT,45.789373,4.799665
1590,Médecin généraliste,Lyon,PIERRE NOUGAIREDE,45.779364,4.805968
1591,Pneumologue,Lyon,KARIMA BOULEDRAK,45.772956,4.849293
1592,Médecin généraliste,Lyon,AGNES BOURGET,45.755733,4.875678
1593,Médecin généraliste,Lyon,BRICE DIVISIA,45.773535,4.844908
1594,Médecin généraliste,Lyon,PIERRE OLIVIER LONG,45.773384,4.808365
1595,Médecin généraliste,Lyon,IRENE SUPPER,45.729891,4.864474
1596,Médecin généraliste,Lyon,EMMANUEL VIRY,45.727636,4.866305
1597,Gériatre,Lyon,SAIDA CHERGUI,45.747337,4.848801
1598,Médecin généraliste,Lyon,EMMANUELLE DOUARE MANGON,45.754249,4.787646
1599,Cancérologue médical,Lyon,PHILIPPE ARDISSON,45.788068,4.790611
1600,Chirurgien viscéral,Lyon,MAXIME POLO,45.734463,4.875879
1601,Cardiologue,Lyon,NICOLAS BIHRY,45.734463,4.875879
1602,Médecin généraliste,Lyon,VALENTIN REILLE,45.755305,4.827035
1603,Pédiatre,Lyon,SOPHIE TREPPOZ,45.752572,4.825304
1604,Anesthésiste réanimateur,Sainte-Foy-lès-Lyon,THOMAS EBY,45.75014,4.797567
1605,Dermatologue et vénérologue,Lyon,CHANTAL GAVAUD KENNEDY,45.765454,4.849109
1606,Médecin généraliste,Lyon,CAROLE MADORE,45.738565,4.840215
1607,Médecin généraliste,Lyon,ANTOINE PHELIPPON,45.750754,4.799843
1608,Médecin généraliste,Lyon,OLIVIER CHRIV,45.755733,4.875678
1609,Psychiatre,Lyon,MICHELE MAUSSAC,45.759597,4.84883
1610,Médecin généraliste,Lyon,MARIE BEVALOT,45.764101,4.868802
1611,Anesthésiste réanimateur,Lyon,MARY CHARLOTTE LE GOFF,45.733842,4.876888
1612,Médecin généraliste,Lyon,MARIELLE ORLIANGE,45.754752,4.831182
1613,Chirurgien orthopédiste et traumatologue,Lyon,SEBASTIEN EL SAIR,45.741534,4.883643
1614,Radiologue,Lyon,ALEXANDRE BEN CHEIKH,45.787932,4.787614
1615,Psychiatre,Lyon,VIOLAINE BARBE,45.756959,4.830223
1616,Psychiatre,Lyon,ELISABETH ROUX,45.770524,4.846787
1617,Médecin généraliste,Lyon,THI MINH CHAU VU,45.752779,4.851377
1618,Médecin généraliste,Lyon,EMMELINE CARRE,45.772622,4.845708
1619,Médecin généraliste,Lyon,BENEDICT PATRICK FORNAS,45.763524,4.846668
1620,Pédiatre,Sainte-Foy-lès-Lyon,CLAIRE THIBAUDON,45.741155,4.795964
1621,Endocrinologue-diabétologue,Sainte-Foy-lès-Lyon,CHARLOTTE MARSOT,45.750178,4.797973
1622,Cardiologue,Lyon,WILLIAM MENSAH,45.74953,4.854965
1623,Pneumologue,Lyon,DANIEL PIPERNO,45.772956,4.849293
1624,Médecin généraliste,Lyon,LARA GRAND,45.740134,4.888155
1625,Médecin généraliste,Lyon,JEAN FAYA,45.769648,4.828334
1626,Cardiologue,Lyon,ALAIN HEPP,45.788405,4.785526
1627,Médecin généraliste,Lyon,ALIX HILLEN,45.73902,4.836329
1628,Chirurgien thoracique et cardio-vasculaire,Lyon,NICOLAS CHAVANIS,45.788405,4.785526
1629,Cardiologue,Lyon,VINCENT GRIFFET,45.749832,4.844791
1630,Ophtalmologiste,Sainte-Foy-lès-Lyon,JEAN FERRATON,45.75014,4.797567
1631,Médecin généraliste,Lyon,SANDRA D AURIA,45.779364,4.805968
1632,Médecin généraliste,Lyon,JEAN CLAUDE JOSEPH,45.746205,4.862347
1633,Médecin généraliste,Lyon,MOHAMED BELAREDJ,45.752218,4.845276
1634,Chirurgien orthopédiste et traumatologue,Lyon,JEAN LANGLOIS,45.734671,4.870653
1635,Chirurgien thoracique et cardio-vasculaire,Lyon,ERIC DE LA ROCHE DE BRANSAT,45.788068,4.790611
1636,Rhumatologue,Lyon,JOHANNA BENHAMOU,45.771861,4.859019
1637,Chirurgien général,Lyon,LUCIE LEBLOND,45.734463,4.875879
1638,Médecin généraliste,Lyon,DENIS GAISNON,45.742709,4.876558
1639,Neurochirurgien,Lyon,HELENE BELLIARD,45.771409,4.859181
1640,Pneumologue,Lyon,AUDE PELLISSIER,45.761718,4.845637
1641,Médecin généraliste,Lyon,JUSTINE DAILLY,45.748775,4.84252
1642,Neurochirurgien,Lyon,CEDRIC BARREY,45.747038,4.896012
1643,Médecin généraliste,Lyon,BERTRAND DUCROUX,45.772855,4.845779
1644,Médecin généraliste,Lyon,CHRYSTELE GIRAUD CURVAT,45.753455,4.885677
1645,Médecin généraliste,Lyon,LAURENT WEIL,45.769964,4.85519
1646,Chirurgien orthopédiste et traumatologue,Lyon,TARIK AIT SI SELMI,45.734671,4.870653
1647,Cardiologue,Lyon,DIDIER JACQUES,45.763478,4.832163
1648,Pédiatre,Lyon,VIRGINIE TARIEL LEPLATRE,45.772474,4.846716
1649,Médecin généraliste,Lyon,AGNI CHONDROMATIDOU,45.754866,4.840229
1650,Médecin spécialiste en médecine nucléaire,Lyon,BASTIEN GREGOIRE,45.788405,4.785526
1651,Anesthésiste réanimateur,Lyon,ETIENNE FOURQUET,45.759629,4.845605
1652,Médecin généraliste,Lyon,JEREMIE AIM,45.769027,4.858787
1653,Chirurgien plasticien,Lyon,BRICE GERENTON,45.771861,4.859019
1654,Psychiatre,Lyon,FRANCOISE LAURENT,45.758823,4.869266
1655,Chirurgien plasticien,Lyon,ERIC WEILL,45.768957,4.847828
1656,Sage-femme,Lyon,CAROLINE DEFAUCHY GONCALVES,45.744292,4.825055
1657,Cardiologue,Lyon,BRAHIM HARBAOUI,45.778923,4.83233
1658,Pédiatre,Lyon,AURELIE FLAMANS KLEIN,45.765161,4.858286
